country,airport,airport_code
Afghanistan,Kabul Kabul International Airport(KBL),KBL
Afghanistan,Mazar-i-Sharif Mazar-i-Sharif Airport(MZR),MZR
Albania,Kukës Kukes International Airport(KFZ),KFZ
Albania,Tirana Tirana International Airport(TIA),TIA
Algeria,Adrar Adrar Airport(AZR),AZR
Algeria,Algeria Houari Boumediene Airport(ALG),ALG
Algeria,Aménas In Amenas Airport(IAM),IAM
Algeria,Annaba Rabah Bitat Airport(AAE),AAE
Algeria,Béchar Bechar Airport(CBH),CBH
Algeria,Bejaia Bejaia Airport(BJA),BJA
Algeria,Biskra Biskra Airport(BSK),BSK
Algeria,Constantine Mohammed Boudiaf International Airport(CZL),CZL
Algeria,Djanet Tiska Airport(DJG),DJG
Algeria,El Golea El Golea Airport(ELG),ELG
Algeria,El Oued Guemar Airport(ELU),ELU
Algeria,Ghardaia Noumerat Airport(GHA),GHA
Algeria,In Salah In Salah Airport(INZ),INZ
Algeria,Jijel Jijel Airport(GJL),GJL
Algeria,Laghouat Laghouat Airport(LOO),LOO
Algeria,Oran Oran Es Senia Airport(ORN),ORN
Algeria,Tlemcen Zenata-Messali El Hadj Airport(TLM),TLM
Angola,Luanda Quatro De Fevereiro Airport(LAD),LAD
Antigua and Barbuda,St. George V. C. Bird International Airport(ANU),ANU
Argentina,Buenos Aires Buenos Aires (All) (2 Airports),AEP
Argentina,Buenos Aires Jorge Newbery Airport(AEP),AEP
Argentina,Buenos Aires Ministro Pistarini International Airport(EZE),EZE
Argentina,Cordoba A. L. V. Taravella Airport(COR),COR
Argentina,El Calafate Comandante A. Tola Airport(FTE),FTE
Argentina,Iguazu Cataratas del Iguazu Airport(IGR),IGR
Argentina,Mendoza Mendoza Airport(MDZ),MDZ
Argentina,Rosario Islas Malvinas Airport(ROS),ROS
Argentina,San Carlos Bariloche San Carlos Bariloche Airport(BRC),BRC
Argentina,Ushuaia Ushuaia Airport(USH),USH
Aruba,Aruba Reina Beatrix Airport(AUA),AUA
Australia,Adelaide Adelaide International Airport(ADL),ADL
Australia,Ayers Rock Connellan Airport(AYQ),AYQ
Australia,Brisbane Brisbane Airport(BNE),BNE
Australia,Cairns Cairns International Airport(CNS),CNS
Australia,Canberra Canberra Airport(CBR),CBR
Australia,Darwin Darwin International Airport(DRW),DRW
Australia,Gold Coast Coolangatta Airport(OOL),OOL
Australia,Hamilton Island Great Barrier Reef Airport(HTI),HTI
Australia,Hobart Hobart International Airport(HBA),HBA
Australia,Launceston Launceston Airport(LST),LST
Australia,Mackay Mackay Airport(MKY),MKY
Australia,Melbourne Melbourne (All) (2 Airports),MEL
Australia,Melbourne Avalon Airport(AVV),AVV
Australia,Melbourne Melbourne-Tullamarine International Airport(MEL),MEL
Australia,Newcastle Williamtown Airport(NTL),NTL
Australia,Perth Perth Airport(PER),PER
Australia,Port Lincoln Port Lincoln Airport(PLO),PLO
Australia,Proserpine Whitsunday Coast Airport(PPP),PPP
Australia,Sunshine Coast Sunshine Coast Airport(MCY),MCY
Australia,Sydney Sydney Kingsford Smith Airport(SYD),SYD
Australia,Townsville Townsville (All) (2 Airports),TSV
Australia,Townsville Townsville International Airport(TSV),TSV
Australia,Tsewi Tsewi Airport(TSW),TSW
Austria,Bregenz Bregenz Main Railway Station(XGZ),XGZ
Austria,Graz Graz (All) (2 Airports),GRZ
Austria,Graz Graz Airport(GRZ),GRZ
Austria,Graz Graz Central Railway Station(GGZ),GGZ
Austria,Innsbruck Innsbruck (All) (2 Airports),INN
Austria,"Innsbruck Innsbruck, Innsbruck Airport(INN)",INN
Austria,Innsbruck Innsbruck Main Railway Station(IOB),IOB
Austria,Klagenfurt Klagenfurt (All) (2 Airports),KLU
Austria,Klagenfurt Klagenfurt Airport(KLU),KLU
Austria,Klagenfurt Klagenfurt Railway Station(KGV),KGV
Austria,Linz Linz Rail Station(LZS),LZS
Austria,Saint Pölten Saint Pölten Rail Station(POK),POK
Austria,Salzburg Salzburg (All) (2 Airports),SZG
Austria,Salzburg Salzburg W. A. Mozart Airport(SZG),SZG
Austria,Salzburg Salzburg Main Railway Station(ZSB),ZSB
Austria,Vienna Vienna Schwechat Airport(VIE),VIE
Austria,Vienna Vienna Rail Station(XWC),XWC
Azerbaijan,Baku Haydar Aliyev International Airport(GYD),GYD
Azerbaijan,Ganja Ganja Airport(GNJ),GNJ
Azerbaijan,Nakhchivan Nakhchivan Airport(NAJ),NAJ
Bahamas,George Town Exuma International Airport(GGT),GGT
Bahamas,Nassau Lynden Pindling International Airport(NAS),NAS
Bahamas,San Salvador Cockburn Town Airport(ZSA),ZSA
Bahrain,Bahrain Bahrain International Airport(BAH),BAH
Bangladesh,Chittagong Chittagong Airport(CGP),CGP
Bangladesh,Dhaka Dhaka Shah Jalal International Airport(DAC),DAC
Bangladesh,Sylhet Sylhet Airport(ZYL),ZYL
Barbados,Bridgetown Grantley Adams International Airport(BGI),BGI
Belarus,Minsk Minsk National Airport(MSQ),MSQ
Belgium,Antwerp Antwerp-Centraal Railway Station(ZWE),ZWE
Belgium,Brussels Brussels National Airport(BRU),BRU
Belize,Belize City Philip S. W. Goldson International Airport(BZE),BZE
Benin,Cotonou Cotonou Airport(COO),COO
Bermuda,Hamilton L.F. Wade International Airport(BDA),BDA
Bhutan,Paro Paro International Airport(PBH),PBH
Bhutan,Trashigang Yonphula Airport(YON),YON
Bolivia,La Paz El Alto International Airport(LPB),LPB
Bolivia,Santa Cruz Viru Viru International Airport(VVI),VVI
Bosnia and Herzegovina,Banja Luka Banja Luka Airport(BNX),BNX
Bosnia and Herzegovina,Mostar Mostar International Airport(OMO),OMO
Bosnia and Herzegovina,Sarajevo Sarajevo International Airport(SJJ),SJJ
Bosnia and Herzegovina,Tuzla Tuzla International Airport(TZL),TZL
Botswana,Gaborone Gaborone Airport(GBE),GBE
Botswana,Kasane Kasane International Airport(BBK),BBK
Botswana,Maun Maun Airport(MUB),MUB
Brazil,Alegrete G.Machado Ramos Airport(ALQ),ALQ
Brazil,Alta Floresta Oswaldo Marques Dias Airport(AFL),AFL
Brazil,Altamira Altamira Airport(ATM),ATM
Brazil,Aracaju Santa Maria Airport(AJU),AJU
Brazil,Aracatuba Dario Guarita Airport(ARU),ARU
Brazil,Aripuana Aripuana Airport(AIR),AIR
Brazil,Barcelos Barcelos Airport(BAZ),BAZ
Brazil,Barreiras Barreiras Airport(BRA),BRA
Brazil,Barreirinhas Barreirinhas Airport(BRB),BRB
Brazil,Belem Val de Cans International Airport(BEL),BEL
Brazil,Belo Horizonte Tancredo Neves International Airport(CNF),CNF
Brazil,Boa Vista A.B. Cantanhede International Airport(BVB),BVB
Brazil,Bonito Bonito Airport(BYO),BYO
Brazil,Brasilia Juscelino Kubitschek International Airport(BSB),BSB
Brazil,Cabo Frio Cabo Frio International Airport(CFB),CFB
Brazil,Cajazeiras Cajazeiras Airport(CJZ),CJZ
Brazil,Caldas Novas Nelson R. Guimaraes Airport(CLV),CLV
Brazil,Campina Grande Joao Suassuna Airport(CPV),CPV
Brazil,Campinas Viracopos-Campinos International Airport(VCP),VCP
Brazil,Campo Grande Campo Grande International Airport(CGR),CGR
Brazil,Campos dos Goytacazes Bartolomeu Lisandro Airport(CAW),CAW
Brazil,Caruaru Oscar Laranjeiras Airport(CAU),CAU
Brazil,Chapecó Serafin Enoss Bertaso Airport(XAP),XAP
Brazil,Coari Coari Airport(CIZ),CIZ
Brazil,Correia Reg do Planalto Serano Airport(EEA),EEA
Brazil,Crateus Aeroporto De Crateus Airport(JCS),JCS
Brazil,Cruz Jericoacoara Airport(JJD),JJD
Brazil,Cuiaba Marechal Rondon International Airport(CGB),CGB
Brazil,Cunnamulla Cunnamulla Airport(CMA),CMA
Brazil,Curitiba Afonso Pena International Airport(CWB),CWB
Brazil,Eirunepe Amaury Feitosa Tomaz Airport(ERN),ERN
Brazil,Feira de Santana Joao Durval Carneiro Airport(FEC),FEC
Brazil,Florianopolis Hercilio Luz International Airport(FLN),FLN
Brazil,Fortaleza Pinto Martins International Airport(FOR),FOR
Brazil,Foz do Iguacu Foz do Iguacu / Cataratas International Airport(IGU),IGU
Brazil,Garanhuns Garanhuns Airport(QGP),QGP
Brazil,Goiania Santa Genoveva Airport(GYN),GYN
Brazil,Governador Valadares A.Machado Oliveira Airport(GVR),GVR
Brazil,Guaira Guaira Airport(GGJ),GGJ
Brazil,Guanambi Guanambi Airport(GNM),GNM
Brazil,Iguatu Iguatu Airport(QIG),QIG
Brazil,Ilheus Jorge Amado Airport(IOS),IOS
Brazil,Imperatriz Renato Moreira Airport(IMP),IMP
Brazil,Ipatinga Usiminas Airport(IPN),IPN
Brazil,Ji-Parana Jose Coleto Airport(JPR),JPR
Brazil,Joao Pessoa Castro Pinto International Airport(JPA),JPA
Brazil,Joinville Lauro Carneiro Loyola Airport(JOI),JOI
Brazil,Juazeiro do Norte Orlando Bezerra de Menezes Airport(JDO),JDO
Brazil,Juiz de Fora Presidente I. Franco Airport(IZA),IZA
Brazil,Labrea Labrea Airport(LBR),LBR
Brazil,Lencois Horacio de Mattos Airport(LEC),LEC
Brazil,Londrina Jose Richa Airport(LDB),LDB
Brazil,Maceio Zumbi dos Palmares International Airport(MCZ),MCZ
Brazil,Manaus Eduardo Gomes International Airport(MAO),MAO
Brazil,Maraba Joao Correa da Rocha Airport(MAB),MAB
Brazil,Marilia Frank M. Milenkowichi Airport(MII),MII
Brazil,Maringá Sílvio Name Júnior Regional Airport(MGF),MGF
Brazil,Maues Maues Airport(MBZ),MBZ
Brazil,Monte Alegre Monte Alegre Airport(MTE),MTE
Brazil,Monte Dourado Serra do Areao Airport(MEU),MEU
Brazil,Montes Claros Montes Claros/Mário Ribeiro Airport(MOC),MOC
Brazil,Mossoro Dix-Sept Rosado Airport(MVF),MVF
Brazil,Natal Natal International Airport(NAT),NAT
Brazil,Navegantes Victor Konder International Airport(NVT),NVT
Brazil,Palmas Lysias Rodrigues Airport(PMW),PMW
Brazil,Paracatu Paracatu Airport(PYT),PYT
Brazil,Paragominas Paragominas Airport(JPE),JPE
Brazil,Parnaiba Joao Silva Filho International Airport(PHB),PHB
Brazil,Passo Fundo Lauro Kurtz Airport(PFB),PFB
Brazil,Pato Branco J.Loureiro Cardoso Airport(PTO),PTO
Brazil,Patos de Minas P.Pereira dos Santos Airport(POJ),POJ
Brazil,Patos de Paraiba Brigadeiro Firmino Ayres Airport(JPO),JPO
Brazil,Paulo Afonso Paulo Afonso Airport(PAV),PAV
Brazil,Pelotas Pelotas International Airport(PET),PET
Brazil,Ponta Grossa A.Amilton Beraldo Airport(PGZ),PGZ
Brazil,Porto Alegre Salgado Filho International Airport(POA),POA
Brazil,Porto Seguro Porto Seguro Airport(BPS),BPS
Brazil,Porto Velho J.T. de Oliveira International Airport(PVH),PVH
Brazil,Recife Guararapes International Airport(REC),REC
Brazil,Ribeirao Preto Leite Lopes Airport(RAO),RAO
Brazil,Rio Branco Placido de Castro Airport(RBR),RBR
Brazil,Rio De Janeiro Rio De Janeiro (All) (2 Airports),SDU
Brazil,Rio de Janeiro Galeao Antonio Carlos Jobim International Airport(GIG),GIG
Brazil,Rio de Janeiro Jacarepagua Airport(RRJ),RRJ
Brazil,Rio De Janeiro Santos Dumont Airport(SDU),SDU
Brazil,Rondonopolis Maestro Marinho Franco Airport(ROO),ROO
Brazil,Salinas Aeroporto Municipal de Salinas Airport(IAL),IAL
Brazil,Salvador Luis Eduardo Magalhaes International Airport(SSA),SSA
Brazil,Santa Cruz do Sul Santa Cruz do Sul Airport(CSU),CSU
Brazil,Santa Isabel Rio Negro Tapuruquara Airport(IRZ),IRZ
Brazil,Santa Maria Santa Maria Airport(RIA),RIA
Brazil,Santarem Maestro Wilson Fonseca Airport(STM),STM
Brazil,Santa Rosa Luis Alberto Lehr Airport(SRA),SRA
Brazil,Santo Angelo Sepe Tiaraju Airport(GEL),GEL
Brazil,Sao Benedito Walfrido Salmito de Almeida Airport(JSB),JSB
Brazil,Sao Gabriel Cachoeira Sao Gabriel Cachoeira Airport(SJL),SJL
Brazil,São José Do Rio Preto Eribelto Manoel Reino Airport(SJP),SJP
Brazil,Sao Luis Cunha Machado International Airport(SLZ),SLZ
Brazil,Sao Paulo Sao Paulo (All) (3 Airports),CGH
Brazil,Sao Paulo Congonhas Airport(CGH),CGH
Brazil,Sao Paulo Sao Paulo Guarulhos Airport(GRU),GRU
Brazil,Sao Paulo Metropolitan Area Airport(SAO),SAO
Brazil,Tefe Tefe Airport(TFF),TFF
Brazil,Telemaco Borba Telemaco Borba Airport(TEC),TEC
Brazil,Teresina Senador Petrônio Portella Airport(THE),THE
Brazil,Tres Lagoas Plinio Alarcom Airport(TJL),TJL
Brazil,Uberlandia Cesar Bombonato Airport(UDI),UDI
Brazil,Umuarama Orlando de Carvalho Airport(UMU),UMU
Brazil,Uniao da Vitoria Uniao da Vitoria Airport(UVI),UVI
Brazil,Uruguaiana Rubem Berta International Airport(URG),URG
Brazil,Varginha Maj. Brig. Trompowsky Airport(VAG),VAG
Brazil,Vilhena Brigadeiro Camarao Airport(BVH),BVH
Brazil,Vitoria Eurico de Aguiar Salles Airport(VIX),VIX
Brunei Darussalam,Bandar Seri Begawan Bandar Seri Begawan Airport(BWN),BWN
Bulgaria,Sofia Sofia Airport(SOF),SOF
Bulgaria,Varna Varna Airport(VAR),VAR
Burkina Faso,Ouagadougou Ouagadougou Airport(OUA),OUA
Burundi,Bujumbura Bujumbura Airport(BJM),BJM
Cambodia,Phnom Penh Phnom Penh International Airport(PNH),PNH
Cambodia,Siem Reap-Angkor Siem Reap Angkor International Airport(SAI),SAI
Cambodia,Sihanoukville Sihanouk International Airport(KOS),KOS
Cameroon,Douala Douala International Airport(DLA),DLA
Cameroon,Yaounde Yaounde Nsimalen International Airport(NSI),NSI
Canada,Abbotsford Abbotsford International Airport(YXX),YXX
Canada,Bagotville Bagotville Airport(YBG),YBG
Canada,Bathurst Bathurst Airport(ZBF),ZBF
Canada,Calgary Calgary Airport(YYC),YYC
Canada,Charlottetown Charlottetown Airport(YYG),YYG
Canada,Comox Comox Airport(YQQ),YQQ
Canada,Cranbrook Canadian Rockies International Airport(YXC),YXC
Canada,Deer Lake Deer Lake Regional Airport(YDF),YDF
Canada,Edmonton Edmonton International Airport(YEG),YEG
Canada,Fort McMurray Fort McMurray Airport(YMM),YMM
Canada,Fort St.John North Peace Airport(YXJ),YXJ
Canada,Fredericton Fredericton International Airport(YFC),YFC
Canada,Gander Gander International Airport(YQX),YQX
Canada,Goose Bay Goose Bay Airport(YYR),YYR
Canada,Grande Prairie Grande Prairie Airport(YQU),YQU
Canada,Halifax Halifax Stanfield International Airport(YHZ),YHZ
Canada,Hamilton Hamilton (All) (3 Airports),YHM
Canada,Hamilton John C. Munro Hamilton Airport(YHM),YHM
Canada,Iles de la Madeleine Iles de la Madeleine Airport(YGR),YGR
Canada,Kamloops Kamloops Airport(YKA),YKA
Canada,Kelowna Kelowna International Airport(YLW),YLW
Canada,Kingston Norman Rogers Airport(YGK),YGK
Canada,London London International Airport(YXU),YXU
Canada,Moncton Greater Moncton International Airport(YQM),YQM
Canada,Mont-Joli Mont-Joli Airport(YYY),YYY
Canada,Montreal Montreal–Pierre Elliott Trudeau International Airport(YUL),YUL
Canada,Nanaimo Nanaimo Airport(YCD),YCD
Canada,North Bay Jack Garland Airport(YYB),YYB
Canada,Ottawa Ottawa Macdonald-Cartier International Airport(YOW),YOW
Canada,Prince Rupert Prince Rupert Airport(YPR),YPR
Canada,Quebec Quebec Jean Lesage International Airport(YQB),YQB
Canada,Red Deer Red Deer Regional Airport(YQF),YQF
Canada,Regina Regina International Airport(YQR),YQR
Canada,Rouyn-Noranda Rouyn-Noranda Airport(YUY),YUY
Canada,Saint John Saint John Airport(YSJ),YSJ
Canada,Sandspit Sandspit Airport(YZP),YZP
Canada,Sarnia Chris Hadfield Airport(YZR),YZR
Canada,Saskatoon John G. Diefenbaker International Airport(YXE),YXE
Canada,Sault Ste. Marie Sault Ste. Marie Airport(YAM),YAM
Canada,Sept iles Sept-iles Airport(YZV),YZV
Canada,St John's St John's International Airport(YYT),YYT
Canada,Sudbury Sudbury Airport(YSB),YSB
Canada,Sydney J. A. Douglas McCurdy Airport(YQY),YQY
Canada,Terrace Northwest Regional Airport(YXT),YXT
Canada,Thunder Bay Thunder Bay International Airport(YQT),YQT
Canada,Timmins Victor M. Power Airport(YTS),YTS
Canada,Toronto Billy Bishop City Airport(YTZ),YTZ
Canada,Toronto Toronto Lester B. Pearson International Airport(YYZ),YYZ
Canada,Val d'Or Val d'Or Airport(YVO),YVO
Canada,Vancouver Vancouver International Airport(YVR),YVR
Canada,Victoria Victoria International Airport(YYJ),YYJ
Canada,Whitehorse Erik Nielsen International Airport(YXY),YXY
Canada,Windsor Windsor Airport(YQG),YQG
Canada,Winnipeg James Armstrong Richards International Airport(YWG),YWG
Cape Verde,Boa Vista Aristides Pereira International Airport(BVC),BVC
Cape Verde,Praia Praia International Airport(RAI),RAI
Cape Verde,Sal Amilcar Cabral International Airport(SID),SID
Cape Verde,Sao Vicente Cesaria Evora International Airport(VXE),VXE
Caribbean Netherlands,Kralendjik Flamingo International Airport(BON),BON
Caribbean Netherlands,Saba Juancho E. Yrausquin Airport(SAB),SAB
Caribbean Netherlands,Sint Eustatius F. D. Roosevelt Airport(EUX),EUX
Cayman Islands,Grand Cayman Owen Roberts International Airport(GCM),GCM
Central African Republic,Bangui Bangui Airport(BGF),BGF
Chad,N'djamena N’djamena Airport(NDJ),NDJ
Chile,Antofagasta Cerro Moreno Airport(ANF),ANF
Chile,Balmaceda Balmaceda Airport(BBA),BBA
Chile,Calama El Loa Airport(CJC),CJC
Chile,Concepcion Carriel Sur Airport(CCP),CCP
Chile,Copiapo Desierto de Atacama Airport(CPO),CPO
Chile,Easter Island Mataveri International Airport(IPC),IPC
Chile,Iquique Diego Aracena Airport(IQQ),IQQ
Chile,La Serena La Florida Airport(LSC),LSC
Chile,Los Angeles Maria Dolores Airport(LSQ),LSQ
Chile,Osorno Canal Bajo Airport(ZOS),ZOS
Chile,Puerto Montt El Tepual Airport(PMC),PMC
Chile,Punta Arenas C.Ibanez del Campo Airport(PUQ),PUQ
Chile,Santiago Arturo Merino Benitez Airport(SCL),SCL
Chile,Temuco La Araucania Airport(ZCO),ZCO
Chile,Valdivia Pichoy Airport(ZAL),ZAL
China,Baotou Baotou Airport(BAV),BAV
China,Beihai Beihai Airport(BHY),BHY
China,Beijing Bejing Capital International Airport(PEK),PEK
China,Changchun Changchun Airport(CGQ),CGQ
China,Changde Taohuayuan Airport(CGD),CGD
China,Changsha Changsha Airport(CSX),CSX
China,Changzhi Changzhi Airport(CIH),CIH
China,Changzhou Changzhou Airport(CZX),CZX
China,Chengdu Chengdu Tianfu International Airport(TFU),TFU
China,Chongqing Chongqing Airport(CKG),CKG
China,Dalian Dalian Airport(DLC),DLC
China,Dayong Zhangjiajie Airport(DYG),DYG
China,Dongying Dongying Airport(DOY),DOY
China,Fuzhou Fuzhou Airport(FOC),FOC
China,Ganzhou Ganzhou Airport(KOW),KOW
China,Guangzhou Guangzhou Baiyun International Airport(CAN),CAN
China,Guilin Guilin Airport(KWL),KWL
China,Guiyang Guiyang Airport(KWE),KWE
China,Guyuan Guyuan Liupanshan Airport(GYU),GYU
China,Haikou Haikou Airport(HAK),HAK
China,Hailar Hailar Airport(HLD),HLD
China,Hangzhou Hangzhou Airport(HGH),HGH
China,Hanzhong Hanzhong Airport(HZG),HZG
China,Harbin Harbin Airport(HRB),HRB
China,Hefei Hefei Airport(HFE),HFE
China,Hohhot Hohhot Airport(HET),HET
China,Huai'An Huai'an Airport(HIA),HIA
China,Huangyan Luqiao Airport(HYN),HYN
China,Huizhou Huizhou Airport(HUZ),HUZ
China,Jinan Jinan Airport(TNA),TNA
China,Jingdezhen Jingdezhen Airport(JDZ),JDZ
China,Jinjiang Quanzhou Airport(JJN),JJN
China,Kunming Kunming Airport(KMG),KMG
China,Lanzhou Lanzhou Zhongchuan Airport(LHW),LHW
China,Lijiang City Lijiang Airport(LJG),LJG
China,LONGYAN Longyan Guanzhishan Airport(LCX),LCX
China,Mian Yang Mianyang Airport(MIG),MIG
China,Nanchang Nanchang Airport(KHN),KHN
China,Nanjing Nanjing Airport(NKG),NKG
China,Nanning Nanning Airport(NNG),NNG
China,Nantong Nantong Airport(NTG),NTG
China,Ningbo Ningbo Airport(NGB),NGB
China,Qingdao Qingdao Airport(TAO),TAO
China,Sanming Shehdi Airport(SQJ),SQJ
China,Sanya Sanya Airport(SYX),SYX
China,Shanghai Shanghai (All) (2 Airports),SHA
China,Shanghai Shanghai Pudong International Airport(PVG),PVG
China,Shanghai Shanghai Hongqiao International Airport(SHA),SHA
China,Shantou Shantou Airport(SWA),SWA
China,Shenyang Shenyang Airport(SHE),SHE
China,Shenzhen Shenzhen Airport(SZX),SZX
China,Taiyuan Taiyuan Airport(TYN),TYN
China,Tianjin Tianjin Airport(TSN),TSN
China,Tongliao Tongliao Airport(TGO),TGO
China,Tunxi Huangshan Airport(TXN),TXN
China,Urumqi Urumqi Airport(URC),URC
China,Weihai Weihai Airport(WEH),WEH
China,Wenzhou Wenzhou Airport(WNZ),WNZ
China,Wuxi Wuxi Airport(WUX),WUX
China,Xi'an Xianyang International Airport(XIY),XIY
China,Xiamen Gaoqi International Airport(XMN),XMN
China,Xining Xining Airport(XNN),XNN
China,Yantai Yantai Airport(YNT),YNT
China,Yibin Yibin Airport(YBP),YBP
China,Yinchuan Yinchuan Airport(INC),INC
China,Yiwu Yiwu Airport(YIW),YIW
China,Zhanjiang Zhanjiang Airport(ZHA),ZHA
China,Zhengzhou Zhengzhou Airport(CGO),CGO
China,Zhongwei Zhongwei Shapotou Airport(ZHY),ZHY
China,Zhoushan Zhoushan Airport(HSN),HSN
China,Zhuhai Zhuhai Airport(ZUH),ZUH
Colombia,Armenia El Edén International Airport(AXM),AXM
Colombia,Barrancabermeja Yariguíes Airport(EJA),EJA
Colombia,Barranquilla Ernesto Cortissoz International Airport(BAQ),BAQ
Colombia,Bogota El Dorado International Airport(BOG),BOG
Colombia,Bucaramanga Palonegro International Airport(BGA),BGA
Colombia,Cali Alfonso Bonilla Aragon International Airport(CLO),CLO
Colombia,Cartagena Rafael Nunez International Airport(CTG),CTG
Colombia,Cúcuta Camilo Daza International Airport(CUC),CUC
Colombia,Ibagué Perales Airport(IBE),IBE
Colombia,Leticia Leticia Airport(LET),LET
Colombia,Manizales La Nubia Airport(MZL),MZL
Colombia,Medellin Jose Maria Cordova International Airport(MDE),MDE
Colombia,Montería Los Garzones Airport(MTR),MTR
Colombia,Neiva Benito Salas Airport(NVA),NVA
Colombia,Pasto Antonio Narino Airport(PSO),PSO
Colombia,Pereira Matecana International Airport(PEI),PEI
Colombia,Popayán Guillermo León Valencia Airport(PPN),PPN
Colombia,Riohacha Almirante Padilla Airport(RCH),RCH
Colombia,San Andres Island Gustavo Rojas Pinilla International Airport(ADZ),ADZ
Colombia,Santa Marta Simon Bolivar International Airport(SMR),SMR
Colombia,Valledupar Alfonso López Pumarejo Airport(VUP),VUP
Colombia,Villavicencio Villavicencio Airport(VVC),VVC
Colombia,Yopal El Alcaravan Airport(EYP),EYP
Comoros,Moroni Moroni Prince Said Ibrahim International Airport(HAH),HAH
Congo,Brazzaville Maya-Maya Airport(BZV),BZV
Congo,Pointe-Noire Pointe Noire Airport(PNR),PNR
Cook Islands,Rarotonga Rarotonga Island Airport(RAR),RAR
Costa Rica,Liberia Daniel Oduber Quiros International Airport(LIR),LIR
Costa Rica,San Jose San Jose International Airport(SJO),SJO
Cote d'Ivoire,Abidjan Felix Houphouet Boigny International Airport(ABJ),ABJ
Croatia,Brac Brac Airport(BWK),BWK
Croatia,Dubrovnik Dubrovnik Airport(DBV),DBV
Croatia,Pula Pula Airport(PUY),PUY
Croatia,Split Split Airport(SPU),SPU
Croatia,Zadar Zadar Airport(ZAD),ZAD
Croatia,Zagreb Zagreb Airport(ZAG),ZAG
Cuba,Cayo Coco Jardines del Rey Airport(CCC),CCC
Cuba,Havana Havana Jose Marti International Airport(HAV),HAV
Cuba,Holguin Frank Pais International Airport(HOG),HOG
Cuba,Santa Clara Abel Santamaría Airport(SNU),SNU
Cuba,Varadero Juan Gualberto Gómez Airport(VRA),VRA
Curacao,Curaçao Hato International Airport(CUR),CUR
Czechia,Brno Brno (All) (2 Airports),BRQ
Czechia,Brno Brno Turany Airport(BRQ),BRQ
Czechia,Brno Brno Central Railway Station(ZDN),ZDN
Czechia,Ostrava Ostrava Railway Station(XJV),XJV
Czechia,Prague Prague Vaclav Havel Airport(PRG),PRG
Democratic Republic of Congo,Kinshasa N'djili International Airport(FIH),FIH
Democratic Republic of Congo,Lubumbashi Lubumbashi International Airport(FBM),FBM
Denmark,Aalborg Aalborg Airport(AAL),AAL
Denmark,Aarhus Aarhus Airport(AAR),AAR
Denmark,Billund Billund Airport(BLL),BLL
Denmark,Copenhagen Copenhagen Kastrup Airport(CPH),CPH
Djibouti,Djibouti Djibouti-Ambouli International Airport(JIB),JIB
Dominican Republic,La Romana Casa de Campo International Airport(LRM),LRM
Dominican Republic,Puerto Plata Gregorio Luperón International Airport(POP),POP
Dominican Republic,Punta Cana Punta Cana International Airport(PUJ),PUJ
Dominican Republic,Samana El Catey Airport(AZS),AZS
